date,value,series,series_id,category,unit,frequency
2021-12-01,5253,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-01-01,3027,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-02-01,6085,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-03-01,5122,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-04-01,5109,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-05-01,4667,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-06-01,5214,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-07-01,4219,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-08-01,5558,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-09-01,5303,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-10-01,5696,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-11-01,5147,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2022-12-01,5381,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-01-01,2862,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-02-01,4193,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-03-01,4451,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-04-01,3101,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-05-01,4403,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-06-01,4403,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-07-01,3978,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-08-01,5237,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-09-01,4745,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-10-01,4861,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-11-01,5347,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2023-12-01,3608,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-01-01,3328,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-02-01,3971,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-03-01,4009,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-04-01,4081,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-05-01,4854,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-06-01,3658,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-07-01,5163,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-08-01,4772,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-09-01,4585,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-10-01,6193,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-11-01,4440,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2024-12-01,3898,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-01-01,3762,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-02-01,5777,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-03-01,4293,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-04-01,3874,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-05-01,4558,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-06-01,4128,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-07-01,4782,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-08-01,4155,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-09-01,5536,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-10-01,4802,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-11-01,4847,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2025-12-01,3403,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2026-01-01,2310,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2026-02-01,5954,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
1983-07-01,2836,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1983-08-01,3284,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1983-09-01,2971,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1983-10-01,3025,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1983-11-01,3164,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1983-12-01,2825,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-01-01,2258,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-02-01,2915,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-03-01,3222,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-04-01,2939,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-05-01,4132,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-06-01,3340,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-07-01,3857,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-08-01,3961,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-09-01,3258,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-10-01,3926,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-11-01,3369,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1984-12-01,2490,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-01-01,2843,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-02-01,3399,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-03-01,3552,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-04-01,3556,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-05-01,3851,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-06-01,3145,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-07-01,3627,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-08-01,3903,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-09-01,3301,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-10-01,3966,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-11-01,3323,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1985-12-01,2908,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-01-01,2559,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-02-01,2936,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-03-01,2355,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-04-01,2954,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-05-01,3012,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-06-01,2908,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-07-01,3247,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-08-01,2837,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-09-01,3051,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-10-01,3214,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-11-01,2899,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1986-12-01,2941,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1987-01-01,2109,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1987-02-01,2508,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1987-03-01,2716,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
1987-04-01,2352,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,A422266K,Building Approvals,Number,Month
