date,value,series,series_id,category,unit,frequency
2005-04-01,1431,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-05-01,1673,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-06-01,1899,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-07-01,1884,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-08-01,1696,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-09-01,1566,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-10-01,1305,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-11-01,1381,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2005-12-01,1157,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-01-01,1084,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-02-01,1204,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-03-01,1356,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-04-01,1065,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-05-01,1577,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-06-01,1569,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-07-01,1508,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-08-01,1539,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-09-01,1485,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-10-01,1315,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-11-01,1346,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2006-12-01,1184,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-01-01,1106,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-02-01,1236,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-03-01,1349,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-04-01,1086,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-05-01,1541,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-06-01,1364,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-07-01,1432,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-08-01,1550,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-09-01,1202,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-10-01,1385,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-11-01,1602,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2007-12-01,1073,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-01-01,1170,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-02-01,1492,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-03-01,1172,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-04-01,1334,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-05-01,1385,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-06-01,1247,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-07-01,1290,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-08-01,1305,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-09-01,1155,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-10-01,1321,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-11-01,1018,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2008-12-01,931,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-01-01,847,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-02-01,1056,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-03-01,1171,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-04-01,1079,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-05-01,1384,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-06-01,1375,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-07-01,1408,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-08-01,1579,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-09-01,1629,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-10-01,1569,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-11-01,1625,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2009-12-01,1492,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-01-01,1201,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-02-01,1344,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-03-01,1649,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-04-01,1311,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-05-01,1481,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-06-01,1585,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-07-01,1417,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-08-01,1352,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-09-01,1417,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-10-01,1500,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-11-01,1434,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2010-12-01,1293,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-01-01,1083,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-02-01,1483,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-03-01,1562,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-04-01,1191,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-05-01,1560,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-06-01,1455,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-07-01,1508,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-08-01,1609,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-09-01,1553,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-10-01,1485,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-11-01,1580,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2011-12-01,1199,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-01-01,984,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-02-01,1236,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-03-01,1318,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-04-01,1058,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-05-01,1538,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-06-01,1304,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-07-01,1698,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-08-01,1592,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-09-01,1515,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-10-01,1853,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-11-01,1664,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2012-12-01,1344,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-01-01,1233,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-02-01,1567,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-03-01,1573,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-04-01,1573,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-05-01,2031,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-06-01,1653,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-07-01,1905,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-08-01,1866,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-09-01,1927,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-10-01,2019,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-11-01,2152,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2013-12-01,1670,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-01-01,1672,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-02-01,1962,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-03-01,2033,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-04-01,1742,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-05-01,2069,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-06-01,1935,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-07-01,2523,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-08-01,2170,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-09-01,2096,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-10-01,2479,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-11-01,2158,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2014-12-01,1825,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-01-01,1622,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-02-01,2134,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-03-01,2297,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-04-01,2207,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-05-01,2474,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-06-01,2580,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-07-01,2670,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-08-01,2420,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-09-01,2309,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-10-01,2529,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-11-01,2536,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2015-12-01,2130,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-01-01,1747,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-02-01,2329,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-03-01,2580,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-04-01,2471,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-05-01,2952,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-06-01,2433,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-07-01,2374,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-08-01,2787,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-09-01,2603,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-10-01,2477,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-11-01,2653,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2016-12-01,2020,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-01-01,1585,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-02-01,2444,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-03-01,2805,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-04-01,1955,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-05-01,2858,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-06-01,2735,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-07-01,2650,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-08-01,2677,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-09-01,2532,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-10-01,2482,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-11-01,2751,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2017-12-01,2210,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-01-01,1958,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-02-01,2472,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-03-01,2521,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-04-01,2375,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-05-01,2946,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-06-01,2569,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-07-01,2692,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-08-01,2657,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-09-01,2683,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-10-01,2930,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-11-01,2636,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2018-12-01,2001,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-01-01,2014,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-02-01,2075,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-03-01,2234,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-04-01,1783,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-05-01,2399,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-06-01,2037,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-07-01,2610,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-08-01,2124,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-09-01,2014,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-10-01,2016,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-11-01,1933,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2019-12-01,1723,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-01-01,1446,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-02-01,1877,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-03-01,2363,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-04-01,2028,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-05-01,2329,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-06-01,2083,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-07-01,2488,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-08-01,2260,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-09-01,2527,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-10-01,2408,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-11-01,2434,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2020-12-01,2569,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-01-01,1703,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-02-01,2562,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-03-01,2892,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-04-01,2691,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-05-01,3044,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-06-01,2848,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-07-01,3031,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-08-01,3052,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-09-01,2565,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-10-01,2437,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-11-01,2619,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2021-12-01,2272,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-01-01,1467,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-02-01,2421,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-03-01,2659,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-04-01,2022,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-05-01,2377,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-06-01,2377,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-07-01,2347,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-08-01,2752,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-09-01,2366,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-10-01,2319,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-11-01,2468,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2022-12-01,1817,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-01-01,1352,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-02-01,1893,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-03-01,2031,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-04-01,1512,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-05-01,2085,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-06-01,1983,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-07-01,1888,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-08-01,2180,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-09-01,2155,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-10-01,1945,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-11-01,2079,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
2023-12-01,1892,Total number of dwelling units ;  New South Wales ;  Houses ;  Private Sector ;,A418458A,Building Approvals,Number,Month
