source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,renter_private,renter,Private landlord,National,all_households,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,renter_private,renter,Private landlord,National,all_households,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,renter_private,renter,Private landlord,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,renter_private,renter,Private landlord,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,renter_private,renter,Private landlord,National,all_households,rse_pct,2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,renter_total,renter,Total renters,National,all_households,moe_95,2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,renter_total,renter,Total renters,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,renter_total,renter,Total renters,National,all_households,moe_95,1.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,renter_total,renter,Total renters,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,renter_total,renter,Total renters,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,renter_total,renter,Total renters,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,renter_total,renter,Total renters,National,all_households,rse_pct,1.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,renter,Total,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,renter,Total,National,all_households,moe_95,0.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,renter,Total,National,all_households,moe_95,0.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,renter,Total,National,all_households,moe_95,0.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,renter,Total,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,renter,Total,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,renter,Total,National,all_households,rse_pct,0.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Couple family with dependent children,National,all_households,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Couple family with dependent children,National,all_households,moe_95,1.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Couple family with dependent children,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Couple family with dependent children,National,all_households,moe_95,0.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Couple family with dependent children,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Couple family with dependent children,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Couple family with dependent children,National,all_households,rse_pct,1.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,One parent family with dependent children,National,all_households,moe_95,4.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,One parent family with dependent children,National,all_households,moe_95,3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,One parent family with dependent children,National,all_households,moe_95,4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,One parent family with dependent children,National,all_households,moe_95,3.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,One parent family with dependent children,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,One parent family with dependent children,National,all_households,moe_95,4.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,One parent family with dependent children,National,all_households,rse_pct,3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Couple only,National,all_households,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Couple only,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Couple only,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Couple only,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Couple only,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Couple only,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Couple only,National,all_households,rse_pct,0.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Other one family households,National,all_households,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Other one family households,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Other one family households,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Other one family households,National,all_households,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Other one family households,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Other one family households,National,all_households,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Other one family households,National,all_households,rse_pct,2.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Multiple family households,National,all_households,moe_95,5.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Multiple family households,National,all_households,moe_95,3.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Multiple family households,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Multiple family households,National,all_households,rse_pct,8.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Lone person households,National,all_households,moe_95,2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Lone person households,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Lone person households,National,all_households,moe_95,1.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Lone person households,National,all_households,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Lone person households,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Lone person households,National,all_households,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Lone person households,National,all_households,rse_pct,0.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Group households,National,all_households,moe_95,6.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Group households,National,all_households,moe_95,4.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Group households,National,all_households,moe_95,6.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Group households,National,all_households,moe_95,4.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Group households,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Group households,National,all_households,moe_95,7.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Group households,National,all_households,rse_pct,6.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,family_type,Total,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,family_type,Total,National,all_households,moe_95,0.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,family_type,Total,National,all_households,moe_95,0.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,family_type,Total,National,all_households,moe_95,0.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,family_type,Total,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,family_type,Total,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,family_type,Total,National,all_households,rse_pct,0.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,15 to 24,National,all_households,moe_95,7.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,15 to 24,National,all_households,moe_95,5.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,15 to 24,National,all_households,moe_95,5.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,15 to 24,National,all_households,moe_95,5.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,15 to 24,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,15 to 24,National,all_households,moe_95,5.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,15 to 24,National,all_households,rse_pct,5.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,25 to 34,National,all_households,moe_95,2.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,25 to 34,National,all_households,moe_95,1.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,25 to 34,National,all_households,moe_95,1.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,25 to 34,National,all_households,moe_95,1.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,25 to 34,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,25 to 34,National,all_households,moe_95,2.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,25 to 34,National,all_households,rse_pct,1.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,35 to 44,National,all_households,moe_95,2.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,35 to 44,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,35 to 44,National,all_households,moe_95,2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,35 to 44,National,all_households,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,35 to 44,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,35 to 44,National,all_households,moe_95,2.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,35 to 44,National,all_households,rse_pct,1.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,45 to 54,National,all_households,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,45 to 54,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,45 to 54,National,all_households,moe_95,1.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,45 to 54,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,45 to 54,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,45 to 54,National,all_households,moe_95,1.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,45 to 54,National,all_households,rse_pct,1.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,55 to 64,National,all_households,moe_95,2.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,55 to 64,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,55 to 64,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,55 to 64,National,all_households,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,55 to 64,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,55 to 64,National,all_households,moe_95,2.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,55 to 64,National,all_households,rse_pct,1.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,65 to 74,National,all_households,moe_95,1.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,65 to 74,National,all_households,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,65 to 74,National,all_households,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,65 to 74,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,65 to 74,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,65 to 74,National,all_households,moe_95,1.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,65 to 74,National,all_households,rse_pct,1.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,75 and over,National,all_households,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,75 and over,National,all_households,moe_95,0.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,75 and over,National,all_households,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,75 and over,National,all_households,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,75 and over,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,75 and over,National,all_households,moe_95,1.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,75 and over,National,all_households,rse_pct,1.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,Total,National,all_households,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,Total,National,all_households,moe_95,0.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,Total,National,all_households,moe_95,0.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,Total,National,all_households,moe_95,0.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,Total,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,Total,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,Total,National,all_households,rse_pct,0.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,age_group,65 and over,National,all_households,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,age_group,65 and over,National,all_households,moe_95,0.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_30_to_50,all,age_group,65 and over,National,all_households,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_50,all,age_group,65 and over,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_total,all,age_group,65 and over,National,all_households,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_over_30,all,age_group,65 and over,National,all_households,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,households_000,all,age_group,65 and over,National,all_households,rse_pct,0.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_or_less,all,dwelling_structure,Separate house,National,all_households,moe_95,0.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.1,2019-20,pct_25_to_30,all,dwelling_structure,Separate house,National,all_households,moe_95,0.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
