source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,income_source,Own unincorporated business income,National,lower_income,moe_95,8.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,income_source,Own unincorporated business income,National,lower_income,moe_95,8.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,income_source,Own unincorporated business income,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,income_source,Own unincorporated business income,National,lower_income,moe_95,9.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,income_source,Own unincorporated business income,National,lower_income,rse_pct,9.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,income_source,Government pensions and allowances,National,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,income_source,Government pensions and allowances,National,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,income_source,Government pensions and allowances,National,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,income_source,Government pensions and allowances,National,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,income_source,Government pensions and allowances,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,income_source,Government pensions and allowances,National,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,income_source,Government pensions and allowances,National,lower_income,rse_pct,1.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,income_source,Other income,National,lower_income,moe_95,2.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,income_source,Other income,National,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,income_source,Other income,National,lower_income,moe_95,3.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,income_source,Other income,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,income_source,Other income,National,lower_income,moe_95,3.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,income_source,Other income,National,lower_income,rse_pct,5.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,income_source,Total,National,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,income_source,Total,National,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,income_source,Total,National,lower_income,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,income_source,Total,National,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,income_source,Total,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,income_source,Total,National,lower_income,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,income_source,Total,National,lower_income,rse_pct,1.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,1.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,1.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,number_of_employed_persons_in_household,None,National,lower_income,moe_95,1.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,number_of_employed_persons_in_household,None,National,lower_income,rse_pct,1.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,2.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,3.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,2.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,number_of_employed_persons_in_household,One,National,lower_income,moe_95,3.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,number_of_employed_persons_in_household,One,National,lower_income,rse_pct,2.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,6.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,3.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,2.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,number_of_employed_persons_in_household,Two,National,lower_income,moe_95,3.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,number_of_employed_persons_in_household,Two,National,lower_income,rse_pct,5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,number_of_employed_persons_in_household,Three or more,National,lower_income,moe_95,8.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,number_of_employed_persons_in_household,Three or more,National,lower_income,moe_95,8.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,number_of_employed_persons_in_household,Three or more,National,lower_income,moe_95,6.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,number_of_employed_persons_in_household,Three or more,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,number_of_employed_persons_in_household,Three or more,National,lower_income,moe_95,6.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,number_of_employed_persons_in_household,Three or more,National,lower_income,rse_pct,8.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_or_less,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_25_to_30,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_30_to_50,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_50,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_total,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,pct_over_30,all,number_of_employed_persons_in_household,Total,National,lower_income,moe_95,1.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
5. Housing costs as a proportion of income ranges.xlsx,Table 5.2,2019-20,households_000,all,number_of_employed_persons_in_household,Total,National,lower_income,rse_pct,1.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,rse_pct,3.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,0.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,2.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_outright,lower_income_state,Owner without a mortgage,New South Wales,lower_income,rse_pct,4.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,rse_pct,10.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,9.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,5.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,6.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,5.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,moe_95,6.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_mortgage,lower_income_state,Owner with a mortgage,New South Wales,lower_income,rse_pct,6.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_total,lower_income_state,Total owners,New South Wales,lower_income,rse_pct,3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,0.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,3.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,1.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,2.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,1.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_total,lower_income_state,Total owners,New South Wales,lower_income,moe_95,2.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_total,lower_income_state,Total owners,New South Wales,lower_income,rse_pct,3.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,rse_pct,5.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,moe_95,8.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,moe_95,10.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_social,lower_income_state,State or territory housing authority,New South Wales,lower_income,rse_pct,12.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,rse_pct,3.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,6.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,4.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,6.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,5.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,moe_95,5.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_private,lower_income_state,Private landlord,New South Wales,lower_income,rse_pct,6.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_total,lower_income_state,Total renters,New South Wales,lower_income,rse_pct,5.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,2.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,4.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,4.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,4.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_total,lower_income_state,Total renters,New South Wales,lower_income,moe_95,5.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_total,lower_income_state,Total renters,New South Wales,lower_income,rse_pct,5.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,all,lower_income_state,Total,New South Wales,lower_income,rse_pct,13.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,all,lower_income_state,Total,New South Wales,lower_income,moe_95,3.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,all,lower_income_state,Total,New South Wales,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,all,lower_income_state,Total,New South Wales,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,all,lower_income_state,Total,New South Wales,lower_income,moe_95,2.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,all,lower_income_state,Total,New South Wales,lower_income,moe_95,1.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,all,lower_income_state,Total,New South Wales,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,all,lower_income_state,Total,New South Wales,lower_income,moe_95,2.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,all,lower_income_state,Total,New South Wales,lower_income,rse_pct,2.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,rse_pct,2.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,moe_95,0.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_outright,lower_income_state,Owner without a mortgage,Victoria,lower_income,rse_pct,4.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,rse_pct,9.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,4.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,10.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
